eventID	occurrenceID	measurementID	measurementType	measurementTypeID	measurementValue	measurementValueID	measurementUnit	measurementUnitID	measurementAccuracy	measurementMethod	measurementRemarks
FKt241214_S0767	FKt241214_S0767_K016	FKt241214_S0767_K016:isotope:row19:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	40.56		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 19; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K016	FKt241214_S0767_K016:isotope:row19:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.23		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 19; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K016	FKt241214_S0767_K016:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	36.7		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 17; Length (mm).
FKt241214_S0767	FKt241214_S0767_K016	FKt241214_S0767_K016:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	M3B			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 17; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K017	FKt241214_S0767_K017:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	29.61		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 18; Length (mm).
FKt241214_S0767	FKt241214_S0767_K017	FKt241214_S0767_K017:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	J			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 18; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K018	FKt241214_S0767_K018:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	26.85		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 19; Length (mm).
FKt241214_S0767	FKt241214_S0767_K018	FKt241214_S0767_K018:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	J			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 19; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K019	FKt241214_S0767_K019:isotope:row20:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.56		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 20; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K019	FKt241214_S0767_K019:isotope:row20:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.6		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 20; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K019	FKt241214_S0767_K019:isotope:row20:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	44.72		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 20; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K019	FKt241214_S0767_K019:isotope:row20:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.53		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 20; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K019	FKt241214_S0767_K019:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	33.05		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 20; Length (mm).
FKt241214_S0767	FKt241214_S0767_K019	FKt241214_S0767_K019:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F3C			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 20; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K020	FKt241214_S0767_K020:isotope:row21:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-24.23		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 21; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K020	FKt241214_S0767_K020:isotope:row21:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.42		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 21; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K020	FKt241214_S0767_K020:isotope:row21:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	42.97		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 21; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K020	FKt241214_S0767_K020:isotope:row21:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	9.93		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 21; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K020	FKt241214_S0767_K020:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	31.75		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 21; Length (mm).
FKt241214_S0767	FKt241214_S0767_K020	FKt241214_S0767_K020:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	M2A			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 21; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K021	FKt241214_S0767_K021:isotope:row22:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-22.95		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 22; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K021	FKt241214_S0767_K021:isotope:row22:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.41		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 22; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K021	FKt241214_S0767_K021:isotope:row22:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	43.32		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 22; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K021	FKt241214_S0767_K021:isotope:row22:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	9.62		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 22; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K021	FKt241214_S0767_K021:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	30.75		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 22; Length (mm).
FKt241214_S0767	FKt241214_S0767_K021	FKt241214_S0767_K021:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	J			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 22; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K022	FKt241214_S0767_K022:isotope:row23:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.12		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 23; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K022	FKt241214_S0767_K022:isotope:row23:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.25		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 23; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K022	FKt241214_S0767_K022:isotope:row23:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	42.05		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 23; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K022	FKt241214_S0767_K022:isotope:row23:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	8.9		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 23; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K022	FKt241214_S0767_K022:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	29.76		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 23; Length (mm).
FKt241214_S0767	FKt241214_S0767_K022	FKt241214_S0767_K022:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	M2A			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 23; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K023	FKt241214_S0767_K023:isotope:row24:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.1		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 24; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K023	FKt241214_S0767_K023:isotope:row24:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	2.91		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 24; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K023	FKt241214_S0767_K023:isotope:row24:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	44.79		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 24; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K023	FKt241214_S0767_K023:isotope:row24:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	9.96		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 24; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K023	FKt241214_S0767_K023:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	32.11		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 24; Length (mm).
FKt241214_S0767	FKt241214_S0767_K023	FKt241214_S0767_K023:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	M2A			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 24; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K024	FKt241214_S0767_K024:isotope:row25:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.05		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 25; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K024	FKt241214_S0767_K024:isotope:row25:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.26		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 25; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K024	FKt241214_S0767_K024:isotope:row25:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	46.94		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 25; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K024	FKt241214_S0767_K024:isotope:row25:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	9.32		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 25; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K024	FKt241214_S0767_K024:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	32.9		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 25; Length (mm).
FKt241214_S0767	FKt241214_S0767_K024	FKt241214_S0767_K024:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F3A			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 25; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K025	FKt241214_S0767_K025:isotope:row26:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.33		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 26; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K025	FKt241214_S0767_K025:isotope:row26:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	2.75		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 26; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K025	FKt241214_S0767_K025:isotope:row26:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	48.37		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 26; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
